- 0.149007
о	0.095612
е	0.073753
а	0.066077
и	0.06541
н	0.064075
т	0.055231
с	0.03988
р	0.048557
в	0.03988
л	0.031537
к	0.025196
м	0.031036
д	0.024695
п	0.021525
у	0.024362
я	0.02019
ы	0.014183
з	0.015351
ь	0.000167
б	0.011347
г	0.018188
ч	0.01168
й	0.009011
х	0.009177
ж	0.008176
ю	0.008176
ш	0.006508
ц	0.003671
щ	0.003671
э	0.00317
ф	0.001502
